frame,timestamp,player_id,shot_detected,shot_type,total_bounces_so_far
527,21.08,7,False,Smash,1
528,21.12,7,False,None,1
529,21.16,7,False,None,1
530,21.2,7,False,None,1
531,21.24,7,False,Forehand,1
532,21.28,7,False,Forehand,1
533,21.32,7,False,None,1
534,21.36,7,False,None,1
535,21.4,7,False,None,1
536,21.44,7,False,None,1
537,21.48,22,False,None,1
538,21.52,22,False,None,1
539,21.56,22,False,None,1
540,21.6,22,False,None,1
541,21.64,7,False,None,1
542,21.68,22,False,None,1
543,21.72,22,False,None,1
544,21.76,22,False,None,1
545,21.8,22,False,None,1
546,21.84,22,False,None,1
547,21.88,22,False,None,1
548,21.92,22,False,None,1
549,21.96,22,True,Forehand,1
550,22.0,7,False,None,1
551,22.04,22,False,Forehand,1
552,22.08,22,False,Forehand,1
553,22.12,7,False,Forehand,1
554,22.16,22,False,Forehand,1
555,22.2,22,False,None,1
556,22.24,7,False,Backhand,1
557,22.28,7,False,Forehand,1
558,22.32,7,False,Forehand,1
559,22.36,7,False,Forehand,1
560,22.4,7,False,Forehand,1
561,22.44,22,False,None,1
562,22.48,22,False,Smash,1
563,22.52,22,False,Forehand,1
564,22.56,22,False,Backhand,1
565,22.6,22,False,Forehand,1
566,22.64,7,False,Forehand,1
567,22.68,7,False,Forehand,1
568,22.72,7,False,Forehand,1
569,22.76,7,False,Smash,1
570,22.8,7,False,Forehand,1
571,22.84,22,False,None,1
572,22.88,22,False,None,1
573,22.92,22,False,None,1
574,22.96,22,False,Forehand,1
575,23.0,22,False,None,1
576,23.04,22,False,None,1
577,23.08,22,False,None,1
578,23.12,22,False,None,1
579,23.16,22,False,None,1
580,23.2,22,False,Forehand,1
581,23.24,22,False,Forehand,1
582,23.28,22,False,Forehand,1
583,23.32,22,False,Forehand,1
584,23.36,22,False,Smash,2
585,23.4,22,False,Forehand,2
586,23.44,22,False,None,2
587,23.48,22,True,Smash,2
588,23.52,22,False,Smash,2
589,23.56,22,False,Forehand,2
590,23.6,22,False,Forehand,2
591,23.64,22,False,Forehand,2
592,23.68,22,False,Forehand,2
593,23.72,22,False,Forehand,2
594,23.76,22,False,Forehand,2
595,23.8,22,False,Smash,2
596,23.84,22,False,Smash,2
597,23.88,22,False,Smash,2
598,23.92,22,False,Smash,2
599,23.96,22,False,Forehand,2
600,24.0,22,False,None,2
601,24.04,22,False,Forehand,2
602,24.08,22,False,None,2
603,24.12,22,False,None,2
604,24.16,22,False,None,2
605,24.2,22,False,Forehand,2
606,24.24,22,False,None,2
607,24.28,22,False,None,2
608,24.32,22,False,None,2
609,24.36,22,False,Backhand,2
610,24.4,22,False,Backhand,2
611,24.44,22,False,Backhand,2
612,24.48,22,False,Backhand,2
613,24.52,22,False,Backhand,2
614,24.56,22,False,Backhand,2
615,24.6,22,False,Backhand,2
616,24.64,22,False,Smash,2
617,24.68,22,False,Forehand,2
618,24.72,9,False,Forehand,2
619,24.76,22,False,None,2
620,24.8,22,False,Backhand,2
621,24.84,9,False,None,2
622,24.88,9,False,None,2
623,24.92,9,False,None,2
624,24.96,9,False,None,2
625,25.0,9,False,None,2
626,25.04,9,False,None,2
627,25.08,9,False,None,2
628,25.12,9,False,None,2
629,25.16,9,False,None,2
630,25.2,9,False,None,2
631,25.24,9,False,None,2
632,25.28,9,False,None,2
633,25.32,9,False,None,2
634,25.36,9,False,None,2
635,25.4,9,False,None,2
636,25.44,9,False,None,2
637,25.48,9,True,Forehand,2
638,25.52,9,False,None,2
639,25.56,9,False,None,2
640,25.6,9,False,None,2
641,25.64,9,False,None,2
642,25.68,9,False,None,2
643,25.72,9,False,None,2
644,25.76,9,False,None,2
645,25.8,9,False,None,2
646,25.84,9,False,None,2
647,25.88,9,False,None,2
648,25.92,9,False,None,2
649,25.96,9,False,None,2
650,26.0,9,False,None,2
651,26.04,9,False,None,2
652,26.08,9,False,None,2
653,26.12,9,False,None,2
654,26.16,9,False,None,2
655,26.2,9,False,None,2
656,26.24,9,False,None,2
657,26.28,9,False,None,2
658,26.32,9,False,None,2
659,26.36,9,False,None,2
660,26.4,9,False,None,2
661,26.44,9,False,None,2
662,26.48,9,False,None,2
663,26.52,9,False,None,2
664,26.56,9,False,None,2
665,26.6,9,False,None,2
666,26.64,9,False,None,2
667,26.68,9,False,None,2
668,26.72,9,False,None,2
669,26.76,9,False,None,2
670,26.8,9,False,None,2
671,26.84,9,False,None,2
672,26.88,9,False,None,2
673,26.92,9,False,None,2
674,26.96,9,False,None,2
675,27.0,9,False,None,2
676,27.04,9,False,None,2
677,27.08,9,False,None,2
678,27.12,9,False,None,2
679,27.16,9,False,None,2
680,27.2,9,False,None,2
681,27.24,9,False,None,2
682,27.28,9,False,None,2
683,27.32,9,False,None,2
684,27.36,9,False,None,2
685,27.4,9,False,None,2
686,27.44,9,False,None,2
687,27.48,9,False,None,2
688,27.52,9,False,None,2
689,27.56,9,False,None,2
690,27.6,9,False,None,2
691,27.64,9,False,None,2
692,27.68,9,False,None,2
693,27.72,9,False,None,2
694,27.76,9,False,None,2
695,27.8,9,False,None,2
696,27.84,9,False,None,2
697,27.88,9,False,None,2
698,27.92,9,False,None,2
699,27.96,9,False,None,2
700,28.0,9,False,None,2
701,28.04,9,False,None,2
702,28.08,9,False,None,2
703,28.12,9,False,None,2
704,28.16,9,False,None,2
705,28.2,9,False,None,2
706,28.24,9,False,None,2
707,28.28,9,False,None,2
708,28.32,9,True,Forehand,2
709,28.36,9,False,Forehand,2
710,28.4,9,False,Smash,2
711,28.44,9,False,Forehand,2
712,28.48,25,False,Forehand,2
713,28.52,25,False,Forehand,2
714,28.56,25,False,Backhand,2
715,28.6,25,False,None,2
716,28.64,25,False,Forehand,2
717,28.68,25,False,Forehand,2
718,28.72,25,False,Forehand,2
719,28.76,25,False,Forehand,2
720,28.8,25,False,None,2
721,28.84,25,False,None,2
722,28.88,25,False,Forehand,2
723,28.92,25,False,None,2
